#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-11-02T18:27:04 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5dbdc9ad607b	
#INFO	-out.max=unlimited	
#INFO	queryParameters=22	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/ApJ/810/71&tab:{J/ApJ/810/71/table3}&key:source=J/ApJ/810/71&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJ/810/71/table3
#-order=I
#-out=ID
#-out=HRG14
#-out=RAJ2000
#-out=DEJ2000
#-out=zphot
#-out=b_zphot
#-out=B_zphot
#-out=1500Mag
#-out=b_1500Mag
#-out=B_1500Mag
#

#RESOURCE=yCat_18100071
#Name: J/ApJ/810/71
#Title: UV mag of candidate galaxies at 3~<z~<8.5 (Finkelstein+, 2015)
#Table	J_ApJ_810_71_table3:
#Name: J/ApJ/810/71/table3
#Title: Catalog of candidate galaxies at 3.5~<z~<8.5
#Column	_RAJ2000	(F12.8)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F12.8)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	ID	(a19)	Catalog identifier	[ucd=meta.id]
#Column	HRG14	(A25)	IAU designation (JHHMMSS.ss+DDMMSS.s) (1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	zphot	(F5.2)	[2.8/8.4] Photometric redshift	[ucd=src.redshift]
#Column	b_zphot	(F5.2)	[0.2/8] Lower 68% confidence boundary in zphot	[ucd=stat.fit.param]
#Column	B_zphot	(F5.2)	[3.5/9.7] Upper 68% confidence boundary in zphot	[ucd=stat.fit.param]
#Column	1500Mag	(F6.2)	[-22.8/-15.4] Absolute AB magnitude at 1500 Angstroms	[ucd=phys.magAbs]
#Column	b_1500Mag	(F6.2)	[-23/-16] Lower 68% confidence boundary in 1500Mag	[ucd=stat.fit.param]
#Column	B_1500Mag	(F6.2)	[-22.7/-15] Lower 68% confidence boundary in 1500Mag	[ucd=stat.fit.param]
_RAJ2000;_DEJ2000;ID;HRG14;RAJ2000;DEJ2000;zphot;b_zphot;B_zphot;1500Mag;b_1500Mag;B_1500Mag
053.16262111;-27.80360389;z4_MAIN_5830       ;HRG14 J033239.03-274813.0;053.162621;-27.803604; 3.81; 3.66; 3.94;-17.89;-17.97;-17.78
053.15267889;-27.80221889;z4_MAIN_5737       ;HRG14 J033236.64-274808.0;053.152679;-27.802219; 3.81; 0.42; 4.05;-17.84;-18.09;-17.56
053.16716000;-27.79973611;z4_MAIN_5602       ;HRG14 J033240.12-274759.0;053.167160;-27.799736; 3.82; 3.32; 4.05;-16.84;-17.07;-16.65
053.15150806;-27.77983111;z4_MAIN_2353       ;HRG14 J033236.36-274647.4;053.151508;-27.779831; 3.82; 3.69; 3.93;-18.64;-18.68;-18.53
053.16910889;-27.80197306;z4_MAIN_5732       ;HRG14 J033240.59-274807.1;053.169109;-27.801973; 3.82; 0.51; 4.04;-17.24;-17.44;-16.78
053.16300611;-27.77103389;z4_MAIN_924        ;HRG14 J033239.12-274615.7;053.163006;-27.771034; 3.82; 3.40; 4.11;-17.72;-17.92;-17.40
053.16573306;-27.77171694;z4_MAIN_974        ;HRG14 J033239.78-274618.2;053.165733;-27.771717; 3.83; 3.68; 3.97;-18.76;-18.85;-18.66
053.16818611;-27.79448694;z4_MAIN_5015       ;HRG14 J033240.36-274740.2;053.168186;-27.794487; 3.83; 3.07; 4.17;-16.72;-16.94;-16.34
053.17873000;-27.77915806;z4_MAIN_2255       ;HRG14 J033242.90-274645.0;053.178730;-27.779158; 3.83; 3.49; 4.04;-16.55;-16.60;-16.31
053.14566000;-27.78515389;z4_MAIN_3316       ;HRG14 J033234.96-274706.6;053.145660;-27.785154; 3.83; 0.78; 4.06;-17.08;-17.23;-16.81
053.15406000;-27.79626111;z4_MAIN_5286       ;HRG14 J033236.97-274746.5;053.154060;-27.796261; 3.83; 3.28; 4.12;-16.44;-16.57;-16.13
053.15274806;-27.80086500;z4_MAIN_5668       ;HRG14 J033236.66-274803.1;053.152748;-27.800865; 3.85; 3.69; 3.96;-18.73;-18.77;-18.61
053.18831611;-27.77847889;z4_MAIN_1640       ;HRG14 J033245.20-274642.5;053.188316;-27.778479; 3.85; 0.41; 4.04;-17.62;-17.84;-17.37
053.14310111;-27.78344500;z4_MAIN_2959       ;HRG14 J033234.34-274700.4;053.143101;-27.783445; 3.85; 2.71; 4.20;-17.12;-17.42;-16.44
053.17637611;-27.78925500;z4_MAIN_4287       ;HRG14 J033242.33-274721.3;053.176376;-27.789255; 3.85; 3.39; 4.16;-16.45;-16.68;-16.10
053.16223111;-27.78362111;z4_MAIN_3069       ;HRG14 J033238.94-274701.0;053.162231;-27.783621; 3.86; 3.66; 4.04;-18.20;-18.31;-18.01
053.13315194;-27.78650500;z4_MAIN_2988       ;HRG14 J033231.96-274711.4;053.133152;-27.786505; 3.86; 0.46; 4.11;-17.36;-17.68;-17.18
053.16634389;-27.78358806;z4_MAIN_3108       ;HRG14 J033239.92-274700.9;053.166344;-27.783588; 3.86; 3.39; 3.97;-18.21;-18.21;-17.81
053.16490889;-27.80058889;z4_MAIN_5654       ;HRG14 J033239.58-274802.1;053.164909;-27.800589; 3.87; 0.39; 4.08;-17.24;-17.41;-17.05
053.17529694;-27.79281389;z4_MAIN_4797       ;HRG14 J033242.07-274734.1;053.175297;-27.792814; 3.88; 3.31; 4.21;-16.36;-16.53;-15.90
053.18139611;-27.77822889;z4_MAIN_2066       ;HRG14 J033243.54-274641.6;053.181396;-27.778229; 3.88; 2.88; 4.36;-15.98;-16.67;-15.44
053.16100306;-27.77323194;z4_MAIN_1217       ;HRG14 J033238.64-274623.6;053.161003;-27.773232; 3.89; 3.56; 4.06;-18.32;-18.38;-18.11
053.16234194;-27.79266694;z4_MAIN_4576       ;HRG14 J033238.96-274733.6;053.162342;-27.792667; 3.89; 3.74; 4.02;-19.42;-19.47;-19.33
053.14674000;-27.78156306;z4_MAIN_2690       ;HRG14 J033235.22-274653.6;053.146740;-27.781563; 3.90; 3.73; 4.05;-18.39;-18.48;-18.24
053.15122194;-27.79819111;z4_MAIN_5683       ;HRG14 J033236.29-274753.5;053.151222;-27.798191; 3.91; 3.81; 4.04;-20.16;-20.27;-20.14
053.16690389;-27.80446806;z4_MAIN_5902       ;HRG14 J033240.06-274816.1;053.166904;-27.804468; 3.91; 2.04; 4.13;-17.26;-17.46;-16.51
053.16062194;-27.77118694;z4_MAIN_933        ;HRG14 J033238.55-274616.3;053.160622;-27.771187; 3.92; 3.59; 4.09;-17.36;-17.47;-17.15
053.15646000;-27.77221500;z4_MAIN_1035       ;HRG14 J033237.55-274620.0;053.156460;-27.772215; 3.92; 3.73; 4.07;-19.72;-19.82;-19.62
053.15928611;-27.77890389;z4_MAIN_2198       ;HRG14 J033238.23-274644.1;053.159286;-27.778904; 3.92; 0.81; 4.17;-16.33;-16.51;-15.96
053.15471611;-27.78619806;z4_MAIN_3718       ;HRG14 J033237.13-274710.3;053.154716;-27.786198; 3.92; 3.71; 4.08;-18.07;-18.23;-17.93
053.15926694;-27.78496611;z4_MAIN_2900       ;HRG14 J033238.22-274705.9;053.159267;-27.784966; 3.94; 0.65; 4.11;-17.39;-17.56;-17.13
053.14827306;-27.78025389;z4_MAIN_2371       ;HRG14 J033235.59-274648.9;053.148273;-27.780254; 3.94; 3.83; 4.03;-19.63;-19.67;-19.56
053.17584194;-27.79339806;z4_MAIN_4870       ;HRG14 J033242.20-274736.2;053.175842;-27.793398; 3.94; 3.89; 4.00;-20.27;-20.31;-20.26
053.17445389;-27.78457611;z4_MAIN_3332       ;HRG14 J033241.87-274704.5;053.174454;-27.784576; 3.95; 3.59; 4.17;-17.25;-17.38;-16.95
053.17264889;-27.77257194;z4_MAIN_1098       ;HRG14 J033241.44-274621.3;053.172649;-27.772572; 3.95; 3.60; 4.20;-17.12;-17.26;-16.88
053.17029194;-27.77301611;z4_MAIN_1174       ;HRG14 J033240.87-274622.9;053.170292;-27.773016; 3.95; 0.46; 4.16;-16.79;-16.97;-16.37
053.17745611;-27.77559306;z4_MAIN_1564       ;HRG14 J033242.59-274632.1;053.177456;-27.775593; 3.96; 0.65; 4.21;-16.86;-17.14;-16.53
053.17151306;-27.77379806;z4_MAIN_1314       ;HRG14 J033241.16-274625.7;053.171513;-27.773798; 3.96; 0.56; 4.23;-16.49;-16.89;-16.02
053.15935111;-27.78517000;z4_MAIN_2897       ;HRG14 J033238.24-274706.6;053.159351;-27.785170; 3.96; 3.75; 4.12;-18.11;-18.19;-17.99
053.13901500;-27.78436306;z4_MAIN_3205       ;HRG14 J033233.36-274703.7;053.139015;-27.784363; 3.97; 3.80; 4.06;-18.97;-19.09;-18.93
053.15899694;-27.77408806;z4_MAIN_1285       ;HRG14 J033238.16-274626.7;053.158997;-27.774088; 3.97; 3.50; 4.14;-17.81;-17.89;-17.53
053.15424694;-27.77492889;z4_MAIN_1455       ;HRG14 J033237.02-274629.7;053.154247;-27.774929; 3.98; 3.30; 4.27;-17.49;-17.68;-17.13
053.15420889;-27.79602194;z4_MAIN_5265       ;HRG14 J033237.01-274745.7;053.154209;-27.796022; 3.98; 3.52; 4.30;-15.89;-16.05;-15.52
053.16278806;-27.79944000;z4_MAIN_5422       ;HRG14 J033239.07-274758.0;053.162788;-27.799440; 3.98; 3.85; 4.18;-19.98;-20.10;-19.86
053.15829806;-27.80717306;z4_MAIN_6001       ;HRG14 J033237.99-274825.8;053.158298;-27.807173; 3.98; 3.85; 4.08;-19.17;-19.27;-19.07
053.16103000;-27.78742806;z4_MAIN_3664       ;HRG14 J033238.65-274714.7;053.161030;-27.787428; 3.99; 0.58; 4.34;-17.33;-17.57;-16.86
053.15326694;-27.76599306;z4_MAIN_404        ;HRG14 J033236.78-274557.6;053.153267;-27.765993; 4.00; 3.56; 4.16;-18.13;-18.27;-17.95
053.14832306;-27.77837611;z4_MAIN_1752       ;HRG14 J033235.60-274642.2;053.148323;-27.778376; 4.00; 3.78; 4.14;-19.30;-19.37;-19.15
053.16093389;-27.77967306;z4_MAIN_1506       ;HRG14 J033238.62-274646.8;053.160934;-27.779673; 4.00; 3.62; 4.24;-17.34;-17.55;-17.19
053.17590000;-27.78268389;z4_MAIN_2850       ;HRG14 J033242.22-274657.7;053.175900;-27.782684; 4.01; 3.79; 4.13;-18.66;-18.74;-18.52
053.16576806;-27.79265194;z4_MAIN_4777       ;HRG14 J033239.78-274733.5;053.165768;-27.792652; 4.01; 3.55; 4.24;-17.00;-17.16;-16.74
053.16556889;-27.76155694;z4_MAIN_128        ;HRG14 J033239.74-274541.6;053.165569;-27.761557; 4.03; 3.71; 4.16;-17.38;-17.43;-17.16
053.18518111;-27.77651000;z4_MAIN_1708       ;HRG14 J033244.44-274635.4;053.185181;-27.776510; 4.05; 3.65; 4.17;-17.95;-18.08;-17.74
053.17637611;-27.79288694;z4_MAIN_4803       ;HRG14 J033242.33-274734.4;053.176376;-27.792887; 4.05; 3.33; 4.28;-16.85;-16.99;-16.50
053.16590889;-27.79691306;z4_MAIN_5352       ;HRG14 J033239.82-274748.9;053.165909;-27.796913; 4.06; 3.90; 4.20;-18.97;-19.06;-18.90
053.14621000;-27.77608889;z4_MAIN_1621       ;HRG14 J033235.09-274633.9;053.146210;-27.776089; 4.07; 3.79; 4.21;-18.10;-18.21;-17.93
053.17705889;-27.79279306;z4_MAIN_4792       ;HRG14 J033242.49-274734.1;053.177059;-27.792793; 4.07; 3.77; 4.23;-17.85;-17.99;-17.65
053.16284194;-27.77986694;z4_MAIN_2229       ;HRG14 J033239.08-274647.5;053.162842;-27.779867; 4.07; 0.53; 4.33;-17.21;-17.49;-16.93
053.13896611;-27.78423500;z4_MAIN_3204       ;HRG14 J033233.35-274703.2;053.138966;-27.784235; 4.08; 3.98; 4.16;-19.23;-19.26;-19.12
053.14410000;-27.79389806;z4_MAIN_4930       ;HRG14 J033234.58-274738.0;053.144100;-27.793898; 4.09; 0.65; 4.33;-17.36;-17.49;-16.97
053.16174306;-27.76018500;z4_MAIN_53         ;HRG14 J033238.82-274536.7;053.161743;-27.760185; 4.10; 3.47; 4.27;-17.36;-17.54;-16.97
053.16075889;-27.77480306;z4_MAIN_1198       ;HRG14 J033238.58-274629.3;053.160759;-27.774803; 4.10; 0.39; 4.17;-18.57;-18.65;-18.03
053.17429694;-27.78471611;z4_MAIN_3333       ;HRG14 J033241.83-274705.0;053.174297;-27.784716; 4.10; 3.98; 4.20;-18.82;-18.87;-18.72
053.16194194;-27.80279000;z4_MAIN_4073       ;HRG14 J033238.87-274810.0;053.161942;-27.802790; 4.10; 3.17; 4.22;-17.75;-17.95;-17.28
053.15383500;-27.77924889;z4_MAIN_2262       ;HRG14 J033236.92-274645.3;053.153835;-27.779249; 4.10; 3.82; 4.25;-17.67;-17.83;-17.57
053.15724611;-27.80134611;z4_MAIN_5692       ;HRG14 J033237.74-274804.8;053.157246;-27.801346; 4.11; 0.35; 4.23;-16.59;-16.64;-15.99
053.16741611;-27.77540611;z4_MAIN_1533       ;HRG14 J033240.18-274631.5;053.167416;-27.775406; 4.12; 3.86; 4.26;-17.54;-17.60;-17.35
053.14641194;-27.77319000;z4_MAIN_1215       ;HRG14 J033235.14-274623.5;053.146412;-27.773190; 4.12; 3.60; 4.33;-17.62;-17.74;-17.27
053.17371694;-27.79011889;z4_MAIN_3588       ;HRG14 J033241.69-274724.4;053.173717;-27.790119; 4.13; 1.43; 4.95;-17.24;-17.64;-16.62
053.18299889;-27.78045500;z4_MAIN_2454       ;HRG14 J033243.92-274649.6;053.182999;-27.780455; 4.14; 4.03; 4.22;-19.21;-19.28;-19.13
053.16610694;-27.79213889;z4_MAIN_4695       ;HRG14 J033239.87-274731.7;053.166107;-27.792139; 4.15; 0.66; 4.29;-18.05;-18.15;-17.86
053.17499889;-27.78423500;z4_MAIN_3211       ;HRG14 J033242.00-274703.2;053.174999;-27.784235; 4.15; 4.00; 4.27;-18.65;-18.69;-18.52
053.15933194;-27.78477111;z4_MAIN_2906       ;HRG14 J033238.24-274705.2;053.159332;-27.784771; 4.15; 0.98; 4.39;-17.72;-17.97;-17.54
053.17292806;-27.78552389;z4_MAIN_3523       ;HRG14 J033241.50-274707.9;053.172928;-27.785524; 4.15; 3.73; 4.33;-17.55;-17.63;-17.29
053.18100389;-27.78111806;z4_MAIN_2512       ;HRG14 J033243.44-274652.0;053.181004;-27.781118; 4.17; 4.06; 4.25;-19.02;-19.08;-18.97
053.16563806;-27.79854611;z4_MAIN_5427       ;HRG14 J033239.75-274754.8;053.165638;-27.798546; 4.17; 0.52; 4.30;-18.75;-18.91;-18.44
053.15044806;-27.78105000;z4_MAIN_2528       ;HRG14 J033236.11-274651.8;053.150448;-27.781050; 4.18; 3.79; 4.39;-17.65;-17.82;-17.44
053.15747806;-27.79456694;z4_MAIN_3998       ;HRG14 J033237.79-274740.4;053.157478;-27.794567; 4.18; 3.82; 4.31;-19.16;-19.29;-19.07
053.15546389;-27.78022806;z4_MAIN_2170       ;HRG14 J033237.31-274648.8;053.155464;-27.780228; 4.19; 4.00; 4.29;-19.06;-19.08;-18.90
053.16251000;-27.79287889;z4_MAIN_4571       ;HRG14 J033239.00-274734.4;053.162510;-27.792879; 4.19; 0.44; 4.33;-18.44;-18.53;-18.12
053.16618306;-27.76359000;z4_MAIN_259        ;HRG14 J033239.88-274548.9;053.166183;-27.763590; 4.19; 3.78; 4.36;-17.25;-17.30;-16.94
053.15118389;-27.80187611;z4_MAIN_5726       ;HRG14 J033236.28-274806.8;053.151184;-27.801876; 4.21; 0.67; 4.39;-18.39;-18.49;-18.19
053.15805806;-27.80337111;z4_MAIN_5831       ;HRG14 J033237.93-274812.1;053.158058;-27.803371; 4.21; 4.07; 4.31;-18.67;-18.72;-18.55
053.15050500;-27.79287306;z4_MAIN_4795       ;HRG14 J033236.12-274734.3;053.150505;-27.792873; 4.21; 3.92; 4.42;-17.06;-17.18;-16.85
053.16918889;-27.78769111;z4_MAIN_3954       ;HRG14 J033240.61-274715.7;053.169189;-27.787691; 4.24; 3.86; 4.55;-16.63;-16.89;-16.37
053.15940500;-27.80386194;z4_MAIN_5868       ;HRG14 J033238.26-274813.9;053.159405;-27.803862; 4.25; 3.86; 4.43;-17.53;-17.63;-17.29
053.14805611;-27.79500194;z4_MAIN_5087       ;HRG14 J033235.53-274742.0;053.148056;-27.795002; 4.25; 4.10; 4.36;-17.94;-17.95;-17.79
053.17605194;-27.77940611;z4_MAIN_2291       ;HRG14 J033242.25-274645.9;053.176052;-27.779406; 4.26; 3.81; 4.43;-18.09;-18.16;-17.84
053.16135389;-27.77794806;z4_MAIN_2003       ;HRG14 J033238.72-274640.6;053.161354;-27.777948; 4.27; 4.00; 4.45;-17.79;-17.80;-17.52
053.18941889;-27.77920194;z4_MAIN_2224       ;HRG14 J033245.46-274645.1;053.189419;-27.779202; 4.28; 0.64; 4.43;-18.13;-18.23;-17.81
053.17206611;-27.77216306;z4_MAIN_1049       ;HRG14 J033241.30-274619.8;053.172066;-27.772163; 4.29; 3.96; 4.51;-17.19;-17.30;-16.93
053.14645806;-27.77335500;z4_MAIN_1216       ;HRG14 J033235.15-274624.1;053.146458;-27.773355; 4.29; 4.17; 4.36;-19.36;-19.42;-19.31
053.16685111;-27.79685000;z4_MAIN_5358       ;HRG14 J033240.04-274748.7;053.166851;-27.796850; 4.32; 4.11; 4.44;-18.15;-18.23;-18.03
053.17081111;-27.78694306;z4_MAIN_3603       ;HRG14 J033240.99-274713.0;053.170811;-27.786943; 4.34; 0.34; 4.52;-18.82;-19.00;-18.64
053.13766500;-27.78255806;z4_MAIN_2920       ;HRG14 J033233.04-274657.2;053.137665;-27.782558; 4.34; 3.58; 4.51;-17.93;-18.05;-17.52
053.18009611;-27.78692611;z4_MAIN_3796       ;HRG14 J033243.22-274712.9;053.180096;-27.786926; 4.34; 4.26; 4.41;-19.81;-19.83;-19.73
053.16082000;-27.80451000;z4_MAIN_5900       ;HRG14 J033238.60-274816.2;053.160820;-27.804510; 4.36; 4.20; 4.52;-18.13;-18.19;-17.96
053.15472806;-27.76276611;z4_MAIN_195        ;HRG14 J033237.13-274546.0;053.154728;-27.762766; 4.37; 4.13; 4.53;-17.52;-17.60;-17.29
053.16945306;-27.77379194;z4_MAIN_1311       ;HRG14 J033240.67-274625.7;053.169453;-27.773792; 4.37; 3.96; 4.60;-17.39;-17.52;-17.17
053.18535194;-27.78466194;z4_MAIN_3357       ;HRG14 J033244.48-274704.8;053.185352;-27.784662; 4.37; 4.21; 4.45;-18.72;-18.81;-18.67
053.16140000;-27.77442194;z4_MAIN_1189       ;HRG14 J033238.74-274627.9;053.161400;-27.774422; 4.39; 4.10; 4.65;-19.15;-19.30;-18.90
053.16763694;-27.80250500;z4_MAIN_5774       ;HRG14 J033240.23-274809.0;053.167637;-27.802505; 4.39; 4.07; 4.65;-17.31;-17.41;-17.02
053.16072500;-27.79730194;z4_MAIN_5398       ;HRG14 J033238.57-274750.3;053.160725;-27.797302; 4.40; 4.00; 4.65;-17.00;-17.07;-16.70
053.17351194;-27.79233611;z4_MAIN_4724       ;HRG14 J033241.64-274732.4;053.173512;-27.792336; 4.40; 4.25; 4.49;-18.81;-18.85;-18.66
053.15702111;-27.80419000;z4_MAIN_5884       ;HRG14 J033237.68-274815.1;053.157021;-27.804190; 4.41; 3.39; 4.70;-17.23;-17.33;-16.91
053.16636306;-27.80448306;z4_MAIN_5873       ;HRG14 J033239.93-274816.1;053.166363;-27.804483; 4.42; 3.85; 4.80;-19.23;-19.48;-19.09
053.17132889;-27.77869194;z4_MAIN_2079       ;HRG14 J033241.12-274643.3;053.171329;-27.778692; 4.43; 3.94; 4.74;-17.39;-17.49;-16.90
053.18067611;-27.78102500;z4_MAIN_2511       ;HRG14 J033243.36-274651.7;053.180676;-27.781025; 4.43; 4.29; 4.57;-18.28;-18.38;-18.15
053.18177806;-27.78626389;z4_MAIN_3737       ;HRG14 J033243.63-274710.6;053.181778;-27.786264; 4.43; 0.72; 4.74;-17.16;-17.41;-16.67
053.16964694;-27.77626194;z4_MAIN_1673       ;HRG14 J033240.72-274634.5;053.169647;-27.776262; 4.44; 1.16; 4.90;-17.52;-17.85;-17.23
053.16532889;-27.76793889;z4_MAIN_652        ;HRG14 J033239.68-274604.6;053.165329;-27.767939; 4.44; 0.70; 4.80;-17.79;-18.09;-17.49
053.17330611;-27.78382111;z4_MAIN_3155       ;HRG14 J033241.59-274701.8;053.173306;-27.783821; 4.44; 4.33; 4.51;-19.41;-19.44;-19.32
053.14632389;-27.78507806;z4_MAIN_3436       ;HRG14 J033235.12-274706.3;053.146324;-27.785078; 4.44; 0.72; 4.76;-17.00;-17.31;-16.86
053.14911694;-27.78616111;z4_MAIN_3700       ;HRG14 J033235.79-274710.2;053.149117;-27.786161; 4.46; 0.97; 4.66;-17.28;-17.39;-16.97
053.15810806;-27.79873306;z4_MAIN_4217       ;HRG14 J033237.95-274755.4;053.158108;-27.798733; 4.46; 4.31; 4.59;-18.59;-18.66;-18.51
053.16704889;-27.77179111;z4_MAIN_1013       ;HRG14 J033240.09-274618.4;053.167049;-27.771791; 4.46; 0.81; 4.70;-16.95;-17.08;-16.58
053.17349194;-27.77179889;z4_MAIN_1099       ;HRG14 J033241.64-274618.5;053.173492;-27.771799; 4.48; 4.21; 4.73;-17.93;-18.05;-17.75
053.18046194;-27.77458611;z4_MAIN_1403       ;HRG14 J033243.31-274628.5;053.180462;-27.774586; 4.48; 4.26; 4.66;-18.40;-18.44;-18.11
053.17360306;-27.79246694;z4_MAIN_4725       ;HRG14 J033241.66-274732.9;053.173603;-27.792467; 4.49; 4.16; 4.69;-17.56;-17.64;-17.41
053.15142806;-27.79976500;z4_MAIN_5253       ;HRG14 J033236.34-274759.2;053.151428;-27.799765; 4.51; 4.42; 4.55;-20.76;-20.78;-20.68
053.16062500;-27.80360806;z4_MAIN_5857       ;HRG14 J033238.55-274813.0;053.160625;-27.803608; 4.52; 4.08; 4.76;-17.56;-17.73;-17.20
053.16426806;-27.77806694;z4_MAIN_2034       ;HRG14 J033239.42-274641.0;053.164268;-27.778067; 4.69; 0.74; 4.75;-16.36;-16.61;-15.92
053.17542306;-27.77036889;z4_MAIN_845        ;HRG14 J033242.10-274613.3;053.175423;-27.770369; 4.74; 2.75; 4.77;-17.39;-17.33;-16.71
053.10157000;-27.80796194;z5_GSD_18879       ;HRG14 J033224.38-274828.7;053.101570;-27.807962; 4.36; 0.75; 5.32;-17.90;-18.54;-17.67
053.14991000;-27.80173500;z5_GSD_16913       ;HRG14 J033235.98-274806.2;053.149910;-27.801735; 4.41; 0.85; 5.02;-19.01;-19.49;-18.85
053.11390306;-27.82051694;z5_GSD_22860       ;HRG14 J033227.34-274913.9;053.113903;-27.820517; 4.46; 0.72; 5.20;-18.41;-18.89;-17.92
053.07494000;-27.77329306;z5_GSD_7341        ;HRG14 J033217.99-274623.9;053.074940;-27.773293; 4.47; 4.21; 4.83;-20.11;-20.46;-19.92
053.06112306;-27.84654806;z5_GSD_30960       ;HRG14 J033214.67-275047.6;053.061123;-27.846548; 4.48; 4.21; 4.87;-19.23;-19.49;-19.04
053.04612000;-27.82474306;z5_GSD_24225       ;HRG14 J033211.07-274929.1;053.046120;-27.824743; 4.48; 0.81; 5.02;-17.99;-18.33;-17.69
053.15713111;-27.75400889;z5_GSD_2708        ;HRG14 J033237.71-274514.4;053.157131;-27.754009; 4.48; 0.78; 4.93;-19.16;-19.58;-18.87
053.13642889;-27.85774389;z5_GSD_33450       ;HRG14 J033232.74-275127.9;053.136429;-27.857744; 4.51; 0.81; 5.03;-18.94;-19.27;-18.50
053.03859694;-27.80514111;z5_GSD_17945       ;HRG14 J033209.26-274818.5;053.038597;-27.805141; 4.51; 4.27; 4.69;-20.30;-20.42;-20.08
053.06786000;-27.87871611;z5_GSD_36140       ;HRG14 J033216.29-275243.4;053.067860;-27.878716; 4.52; 4.26; 4.68;-20.49;-20.62;-20.37
053.19864694;-27.77917694;z5_GSD_9155        ;HRG14 J033247.68-274645.0;053.198647;-27.779177; 4.53; 0.82; 4.77;-19.49;-19.62;-19.27
053.18099611;-27.74911889;z5_GSD_1788        ;HRG14 J033243.44-274456.8;053.180996;-27.749119; 4.53; 0.80; 4.92;-19.25;-19.58;-18.96
053.05633194;-27.84075194;z5_GSD_29412       ;HRG14 J033213.52-275026.7;053.056332;-27.840752; 4.53; 3.62; 4.95;-19.40;-19.58;-19.01
053.03541194;-27.78317306;z5_GSD_10659       ;HRG14 J033208.50-274659.4;053.035412;-27.783173; 4.53; 4.31; 4.72;-19.01;-19.10;-18.83
053.07941389;-27.87732111;z5_GSD_36029       ;HRG14 J033219.06-275238.4;053.079414;-27.877321; 4.53; 4.29; 4.69;-19.61;-19.83;-19.50
053.13609694;-27.80391694;z5_GSD_17612       ;HRG14 J033232.66-274814.1;053.136097;-27.803917; 4.54; 4.28; 4.72;-19.15;-19.26;-18.91
053.14086194;-27.84105694;z5_GSD_29494       ;HRG14 J033233.81-275027.8;053.140862;-27.841057; 4.54; 4.38; 4.66;-20.16;-20.23;-20.04
053.19872694;-27.77889389;z5_GSD_9154        ;HRG14 J033247.69-274644.0;053.198727;-27.778894; 4.54; 4.43; 4.62;-20.92;-20.96;-20.83
053.06399500;-27.82669111;z5_GSD_25257       ;HRG14 J033215.36-274936.1;053.063995;-27.826691; 4.54; 4.33; 4.70;-20.16;-20.23;-19.96
053.03832611;-27.78847500;z5_GSD_12523       ;HRG14 J033209.20-274718.5;053.038326;-27.788475; 4.55; 0.78; 4.88;-18.37;-18.70;-18.02
053.05931111;-27.85961500;z5_GSD_33804       ;HRG14 J033214.23-275134.6;053.059311;-27.859615; 4.55; 3.71; 5.10;-19.18;-19.60;-18.82
053.03972194;-27.77322611;z5_GSD_7381        ;HRG14 J033209.53-274623.6;053.039722;-27.773226; 4.55; 4.43; 4.65;-20.59;-20.65;-20.51
053.05331806;-27.85008806;z5_GSD_31799       ;HRG14 J033212.80-275100.3;053.053318;-27.850088; 4.56; 4.28; 4.77;-20.03;-20.09;-19.77
053.14158194;-27.80057306;z5_GSD_16504       ;HRG14 J033233.98-274802.1;053.141582;-27.800573; 4.56; 4.38; 4.68;-20.72;-20.80;-20.57
053.04821389;-27.77442000;z5_GSD_7787        ;HRG14 J033211.57-274627.9;053.048214;-27.774420; 4.56; 4.38; 4.73;-19.48;-19.60;-19.33
053.06832889;-27.78454194;z5_GSD_11112       ;HRG14 J033216.40-274704.4;053.068329;-27.784542; 4.56; 0.84; 4.83;-18.57;-18.77;-18.21
053.05177694;-27.78403306;z5_GSD_10922       ;HRG14 J033212.43-274702.5;053.051777;-27.784033; 4.56; 4.40; 4.69;-19.91;-19.94;-19.74
